playerID,name,debut,finalGame,primary_position,source_group,fangraphs_name,fangraphs_playerid,debut_year,final_year,player_name_key,fangraphs_name_key
colliji01,Jimmy Collins,1895,1908,3B,Official Induction,NA,,1895,1908,jimmy collins,jimmy collins
cronijo01,Joe Cronin,1926,1945,SS,Official Induction,NA,,1926,1945,joe cronin,joe cronin
dimagjo01,Joe DiMaggio,1936,1951,OF,Official Induction,NA,,1936,1951,joe dimaggio,joe dimaggio
gordojo01,Joe Gordon,1938,1950,2B,Official Induction,NA,,1938,1950,joe gordon,joe gordon
jacksjo01,Joe Jackson,1908,1920,OF,Corrective Induction,Joe Jackson,,1908,1920,joe jackson,joe jackson
kellejo01,Joe Kelley,1891,1908,OF,Official Induction,NA,,1891,1908,joe kelley,joe kelley
mauerjo01,Joe Mauer,2004,2018,C,Official Induction,NA,,2004,2018,joe mauer,joe mauer
mcginjo01,Joe McGinnity,1899,1908,P,Official Induction,NA,,1899,1908,joe mcginnity,joe mcginnity
medwijo01,Joe Medwick,1932,1948,OF,Official Induction,NA,,1932,1948,joe medwick,joe medwick
morgajo02,Joe Morgan,1963,1984,2B,Official Induction,NA,,1963,1984,joe morgan,joe morgan
nathajo01,Joe Nathan,1999,2016,P,Corrective Induction,NA,,1999,2016,joe nathan,joe nathan
seweljo01,Joe Sewell,1920,1933,SS,Official Induction,NA,,1920,1933,joe sewell,joe sewell
tinkejo01,Joe Tinker,1902,1916,SS,Official Induction,NA,,1902,1916,joe tinker,joe tinker
willijo99,Joe Williams,NA,1932,P,Official Induction,NA,,1871,1932,joe williams,joe williams
vottojo01,Joey Votto,2007,2023,1B,Corrective Induction,Joey Votto,,2007,2023,joey votto,joey votto
santajo02,Johan Santana,2000,2012,P,Corrective Induction,NA,,2000,2012,johan santana,johan santana
clarkjo01,John Clarkson,1882,1894,P,Official Induction,NA,,1882,1894,john clarkson,john clarkson
francjo01,John Franco,1984,2005,P,Corrective Induction,NA,,1984,2005,john franco,john franco
lloydpo99,John Henry Lloyd,1912,NA,SS,Official Induction,NA,,1912,2026,john henry lloyd,john henry lloyd
hillejo01,John Hiller,1965,1980,P,Corrective Induction,NA,,1965,1980,john hiller,john hiller
olerujo01,John Olerud,1989,2005,1B,Corrective Induction,John Olerud,,1989,2005,john olerud,john olerud
smoltjo01,John Smoltz,1988,2009,P,Official Induction,NA,,1988,2009,john smoltz,john smoltz
wardjo01,John Ward,1878,1894,SS,Official Induction,NA,,1878,1894,john ward,john ward
benchjo01,Johnny Bench,1967,1983,C,Official Induction,NA,,1967,1983,johnny bench,johnny bench
eversjo01,Johnny Evers,1902,1929,2B,Official Induction,NA,,1902,1929,johnny evers,johnny evers
mizejo01,Johnny Mize,1936,1953,1B,Official Induction,NA,,1936,1953,johnny mize,johnny mize
altuvjo01,Jose Altuve,2011,NA,2B,Active Induction,NA,,2011,2026,jose altuve,jose altuve
ramirjo01,Jose Ramirez,2013,NA,3B,Active Induction,NA,,2013,2026,jose ramirez,jose ramirez
gibsojo99,Josh Gibson,NA,1946,C,Official Induction,NA,,1871,1946,josh gibson,josh gibson
mendejo99,José Méndez,1912,1926,P,Official Induction,NA,,1912,1926,jose mendez,jose mendez
maricju01,Juan Marichal,1960,1975,P,Official Induction,NA,,1960,1975,juan marichal,juan marichal
sotoju01,Juan Soto,2018,NA,OF,Active Induction,NA,,2018,2026,juan soto,juan soto
wilsoju99,Jud Wilson,NA,1945,3B,Official Induction,NA,,1871,1945,jud wilson,jud wilson
johnsju99,Judy Johnson,NA,1936,3B,Official Induction,NA,,1871,1936,judy johnson,judy johnson
verlaju01,Justin Verlander,2005,NA,P,Statistical Induction,NA,,2005,2026,justin verlander,justin verlander
hernake01,Keith Hernandez,1974,1990,1B,Corrective Induction,Keith Hernandez,,1974,1990,keith hernandez,keith hernandez
griffke02,Ken Griffey Jr.,1989,2010,OF,Official Induction,NA,,1989,2010,ken griffey jr,ken griffey jr
janseke01,Kenley Jansen,2010,NA,P,Active Induction,NA,,2010,2026,kenley jansen,kenley jansen
loftoke01,Kenny Lofton,1991,2007,OF,Corrective Induction,Kenny Lofton,,1991,2007,kenny lofton,kenny lofton
brownke01,Kevin Brown,1986,2005,P,Corrective Induction,NA,,1986,2005,kevin brown,kevin brown
nichoki01,Kid Nichols,1890,1906,P,Official Induction,NA,,1890,1906,kid nichols,kid nichols
cuyleki01,Kiki Cuyler,1921,1938,OF,Official Induction,NA,,1921,1938,kiki cuyler,kiki cuyler
kellyki01,King Kelly,1878,1893,OF,Official Induction,NA,,1878,1893,king kelly,king kelly
puckeki01,Kirby Puckett,1984,1995,OF,Official Induction,NA,,1984,1995,kirby puckett,kirby puckett
dobyla01,Larry Doby,1947,1959,OF,Official Induction,NA,,1947,1959,larry doby,larry doby
walkela01,Larry Walker,1989,2005,OF,Official Induction,NA,,1989,2005,larry walker,larry walker
smithle02,Lee Smith,1980,1997,P,Official Induction,NA,,1980,1997,lee smith,lee smith
gomezle01,Lefty Gomez,1930,1943,P,Official Induction,NA,,1930,1943,lefty gomez,lefty gomez
grovele01,Lefty Grove,1925,1941,P,Official Induction,NA,,1925,1941,lefty grove,lefty grove
dayle99,Leon Day,NA,1949,P,Official Induction,NA,,1871,1949,leon day,leon day
wanerll01,Lloyd Waner,1927,1945,OF,Official Induction,NA,,1927,1945,lloyd waner,lloyd waner
boudrlo01,Lou Boudreau,1938,1952,SS,Official Induction,NA,,1938,1952,lou boudreau,lou boudreau
brocklo01,Lou Brock,1961,1979,OF,Official Induction,NA,,1961,1979,lou brock,lou brock
gehrilo01,Lou Gehrig,1923,1939,1B,Official Induction,NA,,1923,1939,lou gehrig,lou gehrig
whitalo01,Lou Whitaker,1977,1995,2B,Corrective Induction,Lou Whitaker,,1977,1995,lou whitaker,lou whitaker
santolo99,Louis Santop,NA,NA,C,Official Induction,NA,,1871,2026,louis santop,louis santop
aparilu01,Luis Aparicio,1956,1973,SS,Official Induction,NA,,1956,1973,luis aparicio,luis aparicio
tiantlu01,Luis Tiant,1964,1982,P,Corrective Induction,NA,,1964,1982,luis tiant,luis tiant
applilu01,Luke Appling,1930,1950,SS,Official Induction,NA,,1930,1950,luke appling,luke appling
machama01,Manny Machado,2012,NA,3B,Active Induction,NA,,2012,2026,manny machado,manny machado
ramirma02,Manny Ramirez,1993,2011,OF,Statistical Induction,Manny Ramirez,,1993,2011,manny ramirez,manny ramirez
riverma01,Mariano Rivera,1995,2013,P,Official Induction,NA,,1995,2013,mariano rivera,mariano rivera
buehrma01,Mark Buehrle,2000,2015,P,Corrective Induction,NA,,2000,2015,mark buehrle,mark buehrle
mcgwima01,Mark McGwire,1986,2001,1B,Statistical Induction,NA,,1986,2001,mark mcgwire,mark mcgwire
dihigma99,Martín Dihigo,NA,1945,OF,Official Induction,NA,,1871,1945,martin dihigo,martin dihigo
careyma01,Max Carey,1910,1929,OF,Official Induction,NA,,1910,1929,max carey,max carey
scherma01,Max Scherzer,2008,NA,P,Statistical Induction,NA,,2008,2026,max scherzer,max scherzer
ottme01,Mel Ott,1926,1947,OF,Official Induction,NA,,1926,1947,mel ott,mel ott
cochrmi01,Mickey Cochrane,1925,1937,C,Official Induction,NA,,1925,1937,mickey cochrane,mickey cochrane
mantlmi01,Mickey Mantle,1951,1968,OF,Official Induction,NA,,1951,1968,mickey mantle,mickey mantle
welchmi01,Mickey Welch,1880,1892,P,Official Induction,NA,,1880,1892,mickey welch,mickey welch
cabremi01,Miguel Cabrera,2003,NA,1B,Statistical Induction,NA,,2003,2026,miguel cabrera,miguel cabrera
mussimi01,Mike Mussina,1991,2008,P,Official Induction,NA,,1991,2008,mike mussina,mike mussina
piazzmi01,Mike Piazza,1992,2007,C,Official Induction,NA,,1992,2007,mike piazza,mike piazza
schmimi01,Mike Schmidt,1972,1989,3B,Official Induction,NA,,1972,1989,mike schmidt,mike schmidt
troutmi01,Mike Trout,2011,NA,OF,Active Induction,NA,,2011,2026,mike trout,mike trout
minosmi01,Minnie Miñoso,1949,1980,OF,Official Induction,NA,,1949,1980,minnie minoso,minnie minoso
irvinmo01,Monte Irvin,1949,1956,OF,Official Induction,NA,,1949,1956,monte irvin,monte irvin
bettsmo01,Mookie Betts,2014,NA,OF,Active Induction,NA,,2014,2026,mookie betts,mookie betts
brownmo01,Mordecai Brown,1903,1916,P,Official Induction,NA,,1903,1916,mordecai brown,mordecai brown
suttlmu99,Mule Suttles,NA,1948,1B,Official Induction,NA,,1871,1948,mule suttles,mule suttles
lajoina01,Nap Lajoie,1896,1916,2B,Official Induction,NA,,1896,1916,nap lajoie,nap lajoie
foxne01,Nellie Fox,1947,1965,2B,Official Induction,NA,,1947,1965,nellie fox,nellie fox
arenano01,Nolan Arenado,2013,NA,3B,Active Induction,NA,,2013,2026,nolan arenado,nolan arenado
ryanno01,Nolan Ryan,1966,1993,P,Official Induction,Nolan Ryan Jr.,,1966,1993,nolan ryan,nolan ryan jr
radboch01,Old Hoss Radbourn,1880,1891,P,Official Induction,NA,,1880,1891,old hoss radbourn,old hoss radbourn
cepedor01,Orlando Cepeda,1958,1974,1B,Official Induction,NA,,1958,1974,orlando cepeda,orlando cepeda
charlos99,Oscar Charleston,NA,1941,OF,Official Induction,NA,,1871,1941,oscar charleston,oscar charleston
smithoz01,Ozzie Smith,1978,1996,SS,Official Induction,NA,,1978,1996,ozzie smith,ozzie smith
goldspa01,Paul Goldschmidt,2011,NA,1B,Active Induction,NA,,2011,2026,paul goldschmidt,paul goldschmidt
molitpa01,Paul Molitor,1978,1998,3B,Official Induction,NA,,1978,1998,paul molitor,paul molitor
wanerpa01,Paul Waner,1926,1945,OF,Official Induction,NA,,1926,1945,paul waner,paul waner
martipe02,Pedro Martinez,1992,2009,P,Official Induction,NA,,1992,2009,pedro martinez,pedro martinez
reesepe01,Pee Wee Reese,1940,1958,SS,Official Induction,NA,,1940,1958,pee wee reese,pee wee reese
alexape01,Pete Alexander,1911,1930,P,Official Induction,Grover Alexander,,1911,1930,pete alexander,grover alexander
hillpe99,Pete Hill,NA,NA,OF,Official Induction,NA,,1871,2026,pete hill,pete hill
rosepe01,Pete Rose,1963,1986,OF,Statistical Induction,NA,,1963,1986,pete rose,pete rose
niekrph01,Phil Niekro,1964,1987,P,Official Induction,NA,,1964,1987,phil niekro,phil niekro
rizzuph01,Phil Rizzuto,1941,1956,SS,Official Induction,NA,,1941,1956,phil rizzuto,phil rizzuto
traynpi01,Pie Traynor,1920,1937,3B,Official Induction,NA,,1920,1937,pie traynor,pie traynor
galvipu01,Pud Galvin,1875,1892,P,Official Induction,NA,,1875,1892,pud galvin,pud galvin
maranra01,Rabbit Maranville,1912,1935,SS,Official Induction,NA,,1912,1935,rabbit maranville,rabbit maranville
palmera01,Rafael Palmeiro,1986,2005,1B,Statistical Induction,NA,,1986,2005,rafael palmeiro,rafael palmeiro
kinerra01,Ralph Kiner,1946,1955,OF,Official Induction,NA,,1946,1955,ralph kiner,ralph kiner
johnsra05,Randy Johnson,1988,2009,P,Official Induction,NA,,1988,2009,randy johnson,randy johnson
brownra99,Ray Brown,NA,1945,P,Official Induction,NA,,1871,1945,ray brown,ray brown
dandrra99,Ray Dandridge,NA,1949,3B,Official Induction,NA,,1871,1949,ray dandridge,ray dandridge
schalra01,Ray Schalk,1912,1929,C,Official Induction,NA,,1912,1929,ray schalk,ray schalk
faberre01,Red Faber,1914,1933,P,Official Induction,NA,,1914,1933,red faber,red faber
ruffire01,Red Ruffing,1924,1947,P,Official Induction,NA,,1924,1947,red ruffing,red ruffing
schoere01,Red Schoendienst,1945,1963,2B,Official Induction,NA,,1945,1963,red schoendienst,red schoendienst
jacksre01,Reggie Jackson,1967,1987,OF,Official Induction,NA,,1967,1987,reggie jackson,reggie jackson
gossari01,Rich Gossage,1972,1994,P,Official Induction,NA,,1972,1994,rich gossage,rich gossage
ashburi01,Richie Ashburn,1948,1962,OF,Official Induction,NA,,1948,1962,richie ashburn,richie ashburn
ferreri01,Rick Ferrell,1929,1947,C,Official Induction,NA,,1929,1947,rick ferrell,rick ferrell
henderi01,Rickey Henderson,1979,2003,OF,Official Induction,NA,,1979,2003,rickey henderson,rickey henderson
alomaro01,Roberto Alomar,1988,2004,2B,Official Induction,NA,,1988,2004,roberto alomar,roberto alomar
clemero01,Roberto Clemente,1955,1972,OF,Official Induction,NA,,1955,1972,roberto clemente,roberto clemente
roberro01,Robin Roberts,1948,1966,P,Official Induction,NA,,1948,1966,robin roberts,robin roberts
yountro01,Robin Yount,1974,1993,SS,Official Induction,NA,,1974,1993,robin yount,robin yount
canoro01,Robinson Cano,2005,2022,2B,Corrective Induction,Robinson Cano,,2005,2022,robinson cano,robinson cano
carewro01,Rod Carew,1967,1985,1B,Official Induction,NA,,1967,1985,rod carew,rod carew
bresnro01,Roger Bresnahan,1897,1915,C,Official Induction,NA,,1897,1915,roger bresnahan,roger bresnahan
clemero02,Roger Clemens,1984,2007,P,Statistical Induction,NA,,1984,2007,roger clemens,roger clemens
connoro01,Roger Connor,1880,1897,1B,Official Induction,NA,,1880,1897,roger connor,roger connor
hornsro01,Rogers Hornsby,1915,1937,2B,Official Induction,NA,,1915,1937,rogers hornsby,rogers hornsby
fingero01,Rollie Fingers,1968,1985,P,Official Induction,NA,,1968,1985,rollie fingers,rollie fingers
santoro01,Ron Santo,1960,1974,3B,Official Induction,NA,,1960,1974,ron santo,ron santo
youngro01,Ross Youngs,1917,1926,OF,Official Induction,NA,,1917,1926,ross youngs,ross youngs
camparo01,Roy Campanella,1948,1957,C,Official Induction,NA,,1948,1957,roy campanella,roy campanella
hallaro01,Roy Halladay,1998,2013,P,Official Induction,NA,,1998,2013,roy halladay,roy halladay
oswalro01,Roy Oswalt,2001,2013,P,Corrective Induction,NA,,2001,2013,roy oswalt,roy oswalt
marquru01,Rube Marquard,1908,1925,P,Official Induction,NA,,1908,1925,rube marquard,rube marquard
wadderu01,Rube Waddell,1897,1910,P,Official Induction,NA,,1897,1910,rube waddell,rube waddell
sandbry01,Ryne Sandberg,1981,1997,2B,Official Induction,NA,,1981,1997,ryne sandberg,ryne sandberg
crawfsa01,Sam Crawford,1899,1917,OF,Official Induction,NA,,1899,1917,sam crawford,sam crawford
ricesa01,Sam Rice,1915,1934,OF,Official Induction,NA,,1915,1934,sam rice,sam rice
thompsa01,Sam Thompson,1885,1906,OF,Official Induction,NA,,1885,1906,sam thompson,sam thompson
sosasa01,Sammy Sosa,1989,2007,OF,Statistical Induction,NA,,1989,2007,sammy sosa,sammy sosa
koufasa01,Sandy Koufax,1955,1966,P,Official Induction,NA,,1955,1966,sandy koufax,sandy koufax
paigesa01,Satchel Paige,1948,1965,P,Official Induction,NA,,1948,1965,satchel paige,satchel paige
rolensc01,Scott Rolen,1996,2012,3B,Official Induction,NA,,1996,2012,scott rolen,scott rolen
ohtansh01,Shohei Ohtani,2018,NA,P,Active Induction,NA,,2018,2026,shohei ohtani,shohei ohtani
covelst01,Stan Coveleski,1912,1928,P,Official Induction,NA,,1912,1928,stan coveleski,stan coveleski
musiast01,Stan Musial,1941,1963,OF,Official Induction,NA,,1941,1963,stan musial,stan musial
carltst01,Steve Carlton,1965,1988,P,Official Induction,NA,,1965,1988,steve carlton,steve carlton
lyonste01,Ted Lyons,1923,1946,P,Official Induction,NA,,1923,1946,ted lyons,ted lyons
simmote01,Ted Simmons,1968,1988,C,Official Induction,NA,,1968,1988,ted simmons,ted simmons
willite01,Ted Williams,1939,1960,OF,Official Induction,NA,,1939,1960,ted williams,ted williams
keefeti01,Tim Keefe,1880,1893,P,Official Induction,NA,,1880,1893,tim keefe,tim keefe
raineti01,Tim Raines,1979,2002,OF,Official Induction,Tim Raines Sr.,,1979,2002,tim raines,tim raines sr
heltoto01,Todd Helton,1997,2013,1B,Official Induction,NA,,1997,2013,todd helton,todd helton
glavito02,Tom Glavine,1987,2008,P,Official Induction,NA,,1987,2008,tom glavine,tom glavine
seaveto01,Tom Seaver,1967,1986,P,Official Induction,NA,,1967,1986,tom seaver,tom seaver
mccarto01,Tommy McCarthy,1884,1896,OF,Official Induction,NA,,1884,1896,tommy mccarthy,tommy mccarthy
gwynnto01,Tony Gwynn,1982,2001,OF,Official Induction,NA,,1982,2001,tony gwynn,tony gwynn
lazzeto01,Tony Lazzeri,1926,1939,2B,Official Induction,NA,,1926,1939,tony lazzeri,tony lazzeri
olivato01,Tony Oliva,1962,1976,OF,Official Induction,NA,,1962,1976,tony oliva,tony oliva
perezto01,Tony Perez,1964,1986,1B,Official Induction,NA,,1964,1986,tony perez,tony perez
jackstr01,Travis Jackson,1922,1936,SS,Official Induction,NA,,1922,1936,travis jackson,travis jackson
hoffmtr01,Trevor Hoffman,1993,2010,P,Official Induction,NA,,1993,2010,trevor hoffman,trevor hoffman
speaktr01,Tris Speaker,1907,1928,OF,Official Induction,Tristram Speaker,,1907,1928,tris speaker,tristram speaker
steartu99,Turkey Stearnes,NA,1940,OF,Official Induction,NA,,1871,1940,turkey stearnes,turkey stearnes
cobbty01,Ty Cobb,1905,1928,OF,Official Induction,NA,,1905,1928,ty cobb,ty cobb
willivi01,Vic Willis,1898,1910,P,Official Induction,NA,,1898,1910,vic willis,vic willis
guerrvl01,Vladimir Guerrero,1996,2011,OF,Official Induction,NA,,1996,2011,vladimir guerrero,vladimir guerrero
boggswa01,Wade Boggs,1982,1999,3B,Official Induction,NA,,1982,1999,wade boggs,wade boggs
hoytwa01,Waite Hoyt,1918,1938,P,Official Induction,NA,,1918,1938,waite hoyt,waite hoyt
johnswa01,Walter Johnson,1907,1927,P,Official Induction,NA,,1907,1927,walter johnson,walter johnson
spahnwa01,Warren Spahn,1942,1965,P,Official Induction,NA,,1942,1965,warren spahn,warren spahn
fordwh01,Whitey Ford,1950,1967,P,Official Induction,NA,,1950,1967,whitey ford,whitey ford
brownwi02,Willard Brown,1947,1949,OF,Official Induction,NA,,1947,1949,willard brown,willard brown
fostebi99,Willie Foster,NA,1938,P,Official Induction,NA,,1871,1938,willie foster,willie foster
keelewi01,Willie Keeler,1892,1910,OF,Official Induction,NA,,1892,1910,willie keeler,willie keeler
mayswi01,Willie Mays,1951,1973,OF,Official Induction,NA,,1951,1973,willie mays,willie mays
mccovwi01,Willie McCovey,1959,1980,1B,Official Induction,NA,,1959,1980,willie mccovey,willie mccovey
stargwi01,Willie Stargell,1962,1982,OF,Official Induction,NA,,1962,1982,willie stargell,willie stargell
wellswi99,Willie Wells,NA,1949,SS,Official Induction,NA,,1871,1949,willie wells,willie wells
molinya01,Yadier Molina,2004,2022,C,Corrective Induction,NA,,2004,2022,yadier molina,yadier molina
berrayo01,Yogi Berra,1946,1965,C,Official Induction,NA,,1946,1965,yogi berra,yogi berra
britzza01,Zack Britton,2011,2022,P,Corrective Induction,NA,,2011,2022,zack britton,zack britton
greinza01,Zack Greinke,2004,2023,P,Corrective Induction,NA,,2004,2023,zack greinke,zack greinke
wheatza01,Zack Wheat,1909,1927,OF,Official Induction,NA,,1909,1927,zack wheat,zack wheat
